ReturnNo,OrderNo,ReturnDate,ReturnClosed,OrderDate,ReturnCode,ProductName,PartNumber,Amount, UnitPrice ,ReturnedTotal
10865,58267,2013-07-17,2013-07-22,2013-07-02,30A,SS Patrol Polo Shirts-White,FS685,1, 35.91 ,35.91
10865,58267,2013-07-17,2013-07-22,2013-07-02,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,2, 35.80 ,71.60
10866,58400,2013-07-17,2013-07-23,2013-07-05,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10867,58013,2013-07-17,2013-07-24,2013-06-27,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10867,58013,2013-07-17,2013-07-24,2013-06-27,30A,Women's Cargo Shorts,FS315,1, 44.42 ,44.42
10867,58013,2013-07-17,2013-07-24,2013-06-27,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
10868,57312,2013-07-17,2013-07-18,2013-06-17,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
10868,57312,2013-07-17,2013-07-18,2013-06-17,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
10869,58540,2013-07-17,2013-07-25,2013-07-08,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
10870,58434,2013-07-17,2013-07-26,2013-07-05,30A,Law Enforcement Jacket Unisex,FS850,1, 359.28 ,359.28
10873,57800,2013-07-17,2013-07-25,2013-06-24,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10873,57800,2013-07-17,2013-07-25,2013-06-24,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,2, 29.64 ,59.28
10874,57640,2013-07-17,2013-07-23,2013-06-20,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
10875,58566,2013-07-18,2013-07-22,2013-07-09,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10876,58429,2013-07-18,2013-07-25,2013-07-05,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10880,58669,2013-07-18,2013-08-06,2013-07-10,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
10880,58669,2013-07-18,2013-08-06,2013-07-10,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,1, 29.64 ,29.64
10881,58605,2013-07-18,2013-07-24,2013-07-09,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10881,58605,2013-07-18,2013-07-24,2013-07-09,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10882,58117,2013-07-18,2013-08-13,2013-06-29,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
10883,58862,2013-07-18,2013-07-26,2013-07-12,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,1, 29.64 ,29.64
10885,57593,2013-07-18,2013-08-06,2013-06-20,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10885,57593,2013-07-18,2013-08-06,2013-06-20,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
10887,58701,2013-07-18,2013-07-24,2013-07-10,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
10888,58946,2013-07-22,2013-07-26,2013-07-14,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
10889,58268,2013-07-22,2013-07-26,2013-07-02,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
10891,58167,2013-07-22,2013-07-25,2013-07-01,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,4, 47.30 ,189.20
10892,58639,2013-07-22,2013-08-02,2013-07-09,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
10893,58464,2013-07-22,2013-07-31,2013-07-06,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
10893,58464,2013-07-22,2013-07-31,2013-07-06,56M,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10894,58081,2013-07-22,2013-07-29,2013-06-28,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
10898,57802,2013-07-22,2013-07-30,2013-06-24,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10898,57802,2013-07-22,2013-07-30,2013-06-24,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10898,57802,2013-07-22,2013-07-30,2013-06-24,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
10899,58913,2013-07-22,2013-07-29,2013-07-12,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
10900,58785,2013-07-22,2013-07-25,2013-07-11,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10901,58050,2013-07-22,2013-07-31,2013-06-28,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10902,57315,2013-07-22,2013-07-25,2013-06-17,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10902,57315,2013-07-22,2013-07-25,2013-06-17,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10902,57315,2013-07-22,2013-07-25,2013-06-17,30A,Women's SS Polo Shirts-Khaki,FS672,1, 35.91 ,35.91
10903,58187,2013-07-22,2013-07-26,2013-07-01,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10905,58699,2013-07-22,2013-07-25,2013-07-10,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10906,58799,2013-07-22,2013-08-09,2013-07-11,30A,Women's Blouse Coat,FS101,1, 215.12 ,215.12
10908,58198,2013-07-22,2013-07-29,2013-07-01,31A,SS Patrol Polo Shirts-Khaki,FS687,1, 35.91 ,35.91
10909,58212,2013-07-22,2013-07-26,2013-07-01,30A,Men's Fleece Lined Vest,FS362,1, 78.57 ,78.57
10910,58413,2013-07-22,2013-08-12,2013-07-05,30A,Women's LS Polo Shirts-White,FS671,1, 39.54 ,39.54
10910,58413,2013-07-22,2013-08-12,2013-07-05,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
10910,58413,2013-07-22,2013-08-12,2013-07-05,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,2, 29.64 ,59.28
10912,57365,2013-07-22,2013-07-25,2013-06-17,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,1, 29.64 ,29.64
10914,57733,2013-07-23,2013-07-31,2013-06-23,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
10914,57733,2013-07-23,2013-07-31,2013-06-23,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
10915,58550,2013-07-23,2013-07-29,2013-07-08,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10915,58550,2013-07-23,2013-07-29,2013-07-08,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10916,58094,2013-07-23,2013-08-01,2013-06-28,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,2, 47.30 ,94.60
10916,58094,2013-07-23,2013-08-01,2013-06-28,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,2, 35.80 ,71.60
10916,58094,2013-07-23,2013-08-01,2013-06-28,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10919,58453,2013-07-23,2013-07-24,2013-07-05,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10919,58453,2013-07-23,2013-07-24,2013-07-05,34A,"Field Belt, Narrow Basketweave",FS721,1, 17.76 ,17.76
10920,57438,2013-07-23,2013-07-26,2013-06-18,30A,Unisex Windbreaker,FS1349,1, 58.59 ,58.59
10921,59142,2013-07-23,2013-07-25,2013-07-16,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10922,58370,2013-07-23,2013-08-01,2013-07-03,30A,Women's Cargo Shorts,FS315,1, 44.42 ,44.42
10923,58299,2013-07-23,2013-08-01,2013-07-02,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10924,57199,2013-07-23,2013-08-02,2013-06-13,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,3, 39.56 ,118.68
10926,58745,2013-07-23,2013-07-30,2013-07-10,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
10926,58745,2013-07-23,2013-07-30,2013-07-10,30A,Wool Bib Overalls-Unisex,FS452,1, 125.16 ,125.16
10927,59274,2013-07-23,2013-07-29,2013-07-17,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
10928,57376,2013-07-23,2013-07-25,2013-06-17,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10928,57376,2013-07-23,2013-07-25,2013-06-17,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10929,57475,2013-07-23,2013-08-12,2013-06-18,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
10930,59047,2013-07-23,2013-07-29,2013-07-15,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
10931,58438,2013-07-23,2013-07-30,2013-07-05,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10931,58438,2013-07-23,2013-07-30,2013-07-05,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10932,57835,2013-07-23,2013-08-07,2013-06-25,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
10933,55089,2013-07-23,2013-07-26,2013-05-07,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
10936,58630,2013-07-24,2013-08-01,2013-07-09,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10936,58630,2013-07-24,2013-08-01,2013-07-09,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10937,59085,2013-07-24,2013-07-26,2013-07-15,30A,Women Skirt Dark Green,FS603,1, 83.33 ,83.33
10937,59085,2013-07-24,2013-07-26,2013-07-15,30A,Dress Belt Narrow,FS701,1, 17.78 ,17.78
10937,59085,2013-07-24,2013-07-26,2013-07-15,31A,Small Dress Belt Buckle,FS012,1, 30.77 ,30.77
10937,59085,2013-07-24,2013-07-26,2013-07-15,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
10937,59085,2013-07-24,2013-07-26,2013-07-15,32A,Floppy Bow Solid Green,FS170,1, 5.83 ,5.83
10938,58533,2013-07-24,2013-08-01,2013-07-08,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
10938,58533,2013-07-24,2013-08-01,2013-07-08,30A,Women's Cotton Short Sleeve Field Shirt,FS213,2, 31.25 ,62.50
10939,58234,2013-07-24,2013-07-31,2013-07-01,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,4, 28.83 ,115.32
10939,58234,2013-07-24,2013-07-31,2013-07-01,30A,LS Patrol Polo Shirts-Khaki,FS688,3, 39.54 ,118.62
10939,58234,2013-07-24,2013-07-31,2013-07-01,30A,Women's Cotton Long Sleeve Field Shirt,FS215,3, 32.40 ,97.20
10940,58614,2013-07-24,2013-07-30,2013-07-09,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
10941,58281,2013-07-24,2013-07-26,2013-07-02,30A,FS Stretch Fit Twill Enclosed Hat,FS330,1, 14.52 ,14.52
10942,59066,2013-07-24,2013-07-26,2013-07-15,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
10942,59066,2013-07-24,2013-07-26,2013-07-15,30A,Women's SS Polo Shirts-White,FS670,2, 35.91 ,71.82
10944,58885,2013-07-24,2013-07-26,2013-07-12,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,2, 35.80 ,71.60
10945,58832,2013-07-24,2013-07-25,2013-07-11,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10945,58832,2013-07-24,2013-07-25,2013-07-11,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10946,59200,2013-07-24,2013-08-14,2013-07-16,32A,"Women's Polyester/Cotton Lined Casual Trousers with Expandable Waistband, Standard Fit",FS249,1, 53.85 ,53.85
10947,58738,2013-07-25,2013-08-01,2013-07-10,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
10948,58689,2013-07-25,2013-08-05,2013-07-10,30A,Women's 3-Season Jacket,FS373,1, 88.31 ,88.31
10951,58900,2013-07-25,2013-07-29,2013-07-12,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
10952,59175,2013-07-25,2013-08-14,2013-07-16,32A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10955,59354,2013-07-25,2013-07-29,2013-07-18,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10957,58813,2013-07-25,2013-08-15,2013-07-11,68V,Women's SS Polo Shirts-Khaki,FS672,1, 35.91 ,35.91
10957,58813,2013-07-25,2013-08-15,2013-07-11,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,3, 28.54 ,85.62
10958,57883,2013-07-25,2013-08-05,2013-06-25,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
10959,59177,2013-07-25,2013-07-31,2013-07-16,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
10960,58274,2013-07-25,2013-08-01,2013-07-02,56M,SS Patrol Polo Shirts-White,FS685,2, 35.91 ,71.82
10961,58029,2013-07-26,2013-08-12,2013-06-28,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
10962,58919,2013-07-26,2013-08-06,2013-07-12,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
10963,59017,2013-07-26,2013-07-31,2013-07-15,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
10964,59264,2013-07-26,2013-08-01,2013-07-17,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
10966,59595,2013-07-26,2013-07-30,2013-07-23,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,2, 39.56 ,79.12
10968,58959,2013-07-26,2013-07-26,2013-07-14,68V,Gold Nameplate,FS600,1, 11.26 ,11.26
10970,59052,2013-07-26,2013-08-01,2013-07-15,30A,Unisex Boot Socks,FS051,1, 10.09 ,10.09
10970,59052,2013-07-26,2013-08-01,2013-07-15,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
10971,58230,2013-07-29,2013-08-09,2013-07-01,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10972,58266,2013-07-29,2013-08-02,2013-07-02,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
10972,58266,2013-07-29,2013-08-02,2013-07-02,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
10973,59485,2013-07-29,2013-08-07,2013-07-22,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
10975,59428,2013-07-29,2013-08-05,2013-07-19,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
10976,57679,2013-07-29,2013-08-08,2013-06-21,30A,Women's Cargo Shorts,FS315,1, 44.42 ,44.42
10976,57679,2013-07-29,2013-08-08,2013-06-21,30A,Women's Cargo Shorts,FS315,1, 44.42 ,44.42
10977,59046,2013-07-29,2013-08-01,2013-07-15,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
10977,59046,2013-07-29,2013-08-01,2013-07-15,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
10977,59046,2013-07-29,2013-08-01,2013-07-15,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
10977,59046,2013-07-29,2013-08-01,2013-07-15,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
10978,58342,2013-07-29,2013-08-01,2013-07-03,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
10979,59320,2013-07-29,2013-08-06,2013-07-18,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10979,59320,2013-07-29,2013-08-06,2013-07-18,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10979,59320,2013-07-29,2013-08-06,2013-07-18,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10980,59035,2013-07-29,2013-08-06,2013-07-15,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
10980,59035,2013-07-29,2013-08-06,2013-07-15,32A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,2, 35.80 ,71.60
10981,59333,2013-07-29,2013-08-02,2013-07-18,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
10981,59333,2013-07-29,2013-08-02,2013-07-18,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
10981,59333,2013-07-29,2013-08-02,2013-07-18,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10981,59333,2013-07-29,2013-08-02,2013-07-18,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
10981,59333,2013-07-29,2013-08-02,2013-07-18,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
10982,56641,2013-07-29,2013-07-30,2013-06-04,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10984,59026,2013-07-29,2013-08-05,2013-07-15,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,3, 29.64 ,88.92
10985,59483,2013-07-29,2013-08-05,2013-07-22,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
10986,59416,2013-07-29,2013-08-09,2013-07-19,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
10989,59615,2013-07-29,2013-08-06,2013-07-23,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
10990,59232,2013-07-30,2013-08-01,2013-07-17,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
10992,56142,2013-07-30,2013-08-13,2013-05-25,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
10993,58400,2013-07-30,2013-07-31,2013-07-05,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
10995,58188,2013-07-30,2013-08-12,2013-07-01,60S,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10996,58847,2013-07-30,2013-08-06,2013-07-12,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
10996,58847,2013-07-30,2013-08-06,2013-07-12,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
10996,58847,2013-07-30,2013-08-06,2013-07-12,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
10998,58515,2013-07-30,2013-08-07,2013-07-08,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
10998,58515,2013-07-30,2013-08-07,2013-07-08,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
10998,58515,2013-07-30,2013-08-07,2013-07-08,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
10999,59446,2013-07-31,2013-08-07,2013-07-19,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11000,58712,2013-07-31,2013-08-13,2013-07-10,30A,Women's SS Polo Shirts-White,FS670,1, 35.91 ,35.91
11000,58712,2013-07-31,2013-08-13,2013-07-10,30A,Women Skirt Dark Green,FS603,1, 83.33 ,83.33
11002,59484,2013-07-31,2013-08-12,2013-07-22,30A,Women's Fleece Bottoms,FS367,1, 54.97 ,54.97
11005,59231,2013-07-31,2013-08-02,2013-07-17,30A,Men's IKE Jacket,FS102,1, 222.86 ,222.86
11007,58721,2013-07-31,2013-08-01,2013-07-10,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11009,59213,2013-07-31,2013-08-05,2013-07-17,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
11009,59213,2013-07-31,2013-08-05,2013-07-17,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,3, 35.80 ,107.40
11010,59714,2013-07-31,2013-08-06,2013-07-25,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11010,59714,2013-07-31,2013-08-06,2013-07-25,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
11010,59714,2013-07-31,2013-08-06,2013-07-25,56M,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
11011,59590,2013-08-01,2013-08-14,2013-07-23,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11012,59646,2013-08-01,2013-08-07,2013-07-24,30A,Unisex Cotton Coveralls,FS500,1, 42.96 ,42.96
11013,59444,2013-08-01,2013-08-08,2013-07-19,30A,Men's 3-Season Jacket,FS372,1, 91.42 ,91.42
11013,59444,2013-08-01,2013-08-08,2013-07-19,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
11014,59518,2013-08-01,2013-08-07,2013-07-22,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11014,59518,2013-08-01,2013-08-07,2013-07-22,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
11015,58912,2013-08-01,2013-08-08,2013-07-12,30A,Men's Cotton Long Sleeve Field Shirt,FS214,2, 32.40 ,64.80
11015,58912,2013-08-01,2013-08-08,2013-07-12,30A,Men's Cotton Short Sleeve Field Shirt,FS212,2, 31.25 ,62.50
11016,58374,2013-08-01,2013-08-14,2013-07-03,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,2, 47.30 ,94.60
11016,58374,2013-08-01,2013-08-14,2013-07-03,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
11017,59854,2013-08-01,2013-08-06,2013-07-26,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11019,59433,2013-08-01,2013-08-09,2013-07-19,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
11020,59276,2013-08-01,2013-08-12,2013-07-17,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11023,59413,2013-08-01,2013-08-12,2013-07-19,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11023,59413,2013-08-01,2013-08-12,2013-07-19,30A,SS Patrol Polo Shirts-Khaki,FS687,2, 35.91 ,71.82
11024,59494,2013-08-02,2013-08-12,2013-07-22,30A,Small Dress Belt Buckle,FS012,1, 30.77 ,30.77
11024,59494,2013-08-02,2013-08-12,2013-07-22,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11024,59494,2013-08-02,2013-08-12,2013-07-22,30A,Cardigan Sweater Unisex,FS225,1, 51.12 ,51.12
11024,59494,2013-08-02,2013-08-12,2013-07-22,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11024,59494,2013-08-02,2013-08-12,2013-07-22,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
11025,59747,2013-08-02,2013-08-16,2013-07-25,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11026,59968,2013-08-02,2013-08-05,2013-07-29,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
11028,59750,2013-08-02,2013-08-08,2013-07-25,30A,Dress Belt Narrow,FS701,1, 17.78 ,17.78
11029,59099,2013-08-02,2013-08-12,2013-07-16,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
11030,59662,2013-08-02,2013-08-12,2013-07-24,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11031,59441,2013-08-02,2013-08-08,2013-07-19,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11031,59441,2013-08-02,2013-08-08,2013-07-19,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11032,57252,2013-08-02,2013-08-12,2013-06-14,30A,Women's Dress Trousers,FS611,1, 70.93 ,70.93
11037,51910,2013-08-05,2013-08-14,2013-03-07,56M,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
