client_id,Sharepoint,Region,Unit,Subunit
11509,2216,1,3,0
11508,318086,5,3,51
11507,11571,5,1,56
11506,21563,8,36,1
11505,65408,5,9,53
11504,310117,4,15,54
11503,258511,5,5,57
11502,120712,8,5,1
11501,11586,9,7,5
11500,44911,9,7,4
11499,191761,5,15,53
11498,214360,2,10,5
11497,266696,5,5,52
11496,46044,1,2,9
11495,59242,3,6,7
11494,32102,5,12,54
11493,45844,2,4,5
11492,35486,8,7,4
11491,58535,6,2,3
11490,193109,6,21,4
11489,35781,3,9,3
11488,33516,5,12,53
11487,7210,9,9,2
11486,291091,3,8,2
11485,13399,5,17,56
11484,65166,10,5,52
11483,287145,2,15,0
11482,62966,8,10,0
11481,269925,8,7,4
11480,199183,5,15,54
11479,27669,1,15,0
11478,23891,5,8,53
11477,36901,5,10,53
11476,41002,5,8,0
11475,1908,5,9,0
11474,40324,6,2,12
11473,241467,6,2,12
11472,46719,5,10,53
11471,28618,8,8,13
11470,53453,5,8,0
11469,56633,13,82,0
11468,38341,1,8,0
11467,35706,8,7,4
11466,33806,8,7,4
11465,62317,9,22,5
11464,49337,1,15,0
11463,47047,9,9,7
11462,10570,4,1,1
11461,289585,23,13,0
11460,40107,9,9,2
11459,266285,8,7,4
11458,23807,9,9,7
11457,58772,8,5,6
11456,14263,2,10,8
11455,262356,5,5,57
11454,23056,1,15,1
11453,22295,9,1,0
11452,315904,1,11,0
11451,274734,5,14,59
11450,3788,5,5,55
11449,50380,10,4,30
11448,19309,9,13,1
11447,10868,10,5,34
11446,10718,5,14,59
11445,27854,10,4,30
11444,43402,8,2,17
11443,287850,5,5,55
11442,272455,8,7,0
11441,27939,16,4,0
11440,205085,13,2,6
11439,321476,13,2,6
11438,68625,3,1,3
11437,256673,5,10,52
11436,41841,5,7,51
11435,9243,16,8,0
11434,50681,5,17,53
11433,313005,2,9,0
11432,322404,8,13,3
11431,21517,9,13,14
11430,199333,8,1,5
11429,38638,5,15,55
11428,314403,42,51,0
11427,258272,5,16,54
11426,64722,6,15,6
11425,1408,24,23,0
11424,242304,3,6,3
11423,57599,3,7,1
11422,302030,8,5,6
11421,10337,8,6,0
11420,47267,3,12,3
11419,216802,8,5,6
11418,242866,9,13,14
11417,22609,5,3,56
11416,3320,5,15,55
11415,49694,1,11,2
11414,17042,1,11,2
11413,205827,4,3,1
11412,36208,4,12,1
11411,17561,9,13,1
11410,3858,4,14,4
11409,202113,5,10,0
11408,35850,5,17,53
11407,10026,8,5,6
11406,317209,5,1,0
11405,48342,5,13,51
11404,121677,5,17,57
11403,49348,9,4,1
11402,65858,3,7,3
11401,265628,9,21,3
11400,224972,3,7,0
11399,30847,9,4,1
11398,201190,5,13,54
11397,288952,4,3,1
11396,44446,5,19,0
11395,32826,8,60,0
11394,268968,3,12,0
11393,36932,2,10,1
11392,39298,8,5,1
11391,43173,2,7,2
11390,249039,9,21,3
11389,34123,6,12,5
11388,57825,3,9,0
11387,13192,8,5,6
11386,62868,5,5,57
11385,50255,3,6,6
11384,28924,5,17,57
11383,42843,9,12,0
11382,14602,8,11,11
11381,43543,9,4,1
11380,5842,5,5,0
11379,278832,5,19,0
11378,31656,5,10,53
11377,341,5,20,12
11376,290646,5,16,51
11375,322808,3,5,0
11374,219491,6,10,25
11373,30014,3,5,0
11372,319411,33,1,41
11371,22974,8,60,0
11370,8169,9,7,4
11369,283268,8,60,0
11368,265619,3,4,6
11367,218806,2,12,9
11366,31381,5,20,0
11365,4779,5,14,56
11364,61306,8,11,8
11363,220574,9,10,0
11362,245493,9,10,5
11361,322087,8,31,0
11360,274211,5,5,52
11359,197185,4,12,1
11358,60102,9,7,5
11357,48293,5,11,3
11356,3239,6,21,4
11355,44349,4,8,2
11354,38534,9,7,4
11353,272326,8,5,6
11352,16496,13,60,15
11351,33697,8,4,0
11350,241954,2,15,7
11349,36673,8,4,0
11348,241537,5,11,3
11347,4932,2,15,3
11345,314588,1,4,0
11344,39798,8,1,5
11343,31768,5,20,0
11342,258130,5,1,53
11341,247764,8,3,1
11340,3459,5,9,54
11339,44864,5,20,12
11338,15922,2,31,0
11337,28838,8,1,5
11336,49294,4,8,1
11335,22339,6,2,11
11334,68101,5,3,51
11333,12186,1,18,0
11332,50622,2,31,0
11331,282379,5,2,52
11330,3797,42,53,0
11329,11350,2,3,0
11328,41668,2,6,3
11327,190720,5,14,52
11326,181608,8,10,5
11325,57338,5,1,53
11324,41992,2,16,0
11323,44432,8,3,1
11322,243766,3,5,5
11321,3371,8,7,7
11320,15683,8,6,3
11319,6283,4,17,0
11318,280016,16,16,0
11317,200388,5,12,54
11316,59564,3,1,0
11315,33767,1,14,0
11314,199896,5,12,54
11313,17194,8,6,1
11312,13221,2,3,3
11311,22970,5,12,54
11310,38168,3,9,3
11309,57554,2,31,0
11308,1893,3,5,0
11307,51856,5,15,0
11305,47142,5,7,55
11304,48111,5,7,0
11303,49915,6,1,1
11302,38867,9,13,12
11301,48851,9,9,7
11300,21058,6,9,2
11299,5639,3,8,2
11298,6909,5,6,53
11297,271654,6,3,1
11296,221927,2,6,3
11295,13634,6,18,5
11294,253814,5,1,52
11293,217311,5,7,55
11292,30345,5,20,12
11291,262888,8,5,1
11290,288758,3,4,7
11289,50804,9,22,5
11288,274335,5,19,0
11287,25157,6,9,5
11286,52272,3,7,0
11283,51371,8,8,12
11282,321473,3,4,0
11281,3939,8,5,2
11280,7760,5,2,54
11279,241961,5,6,51
11278,321558,9,9,5
11277,66022,8,7,7
11276,20857,8,4,4
11275,8782,5,9,56
11274,47284,8,8,12
11273,59138,6,5,0
11272,54203,5,10,54
11271,241326,6,16,6
11270,42901,8,8,12
11269,306337,5,19,0
11268,39333,8,8,12
11267,39713,5,10,54
11266,218818,3,2,3
11265,39647,8,7,7
11264,27216,8,7,7
11263,13950,5,13,54
11262,290355,5,9,56
11261,41884,9,21,0
11260,21732,6,3,5
11259,31376,5,12,55
11258,12885,8,4,4
11257,323444,2,10,8
11256,275382,5,9,56
11255,22310,5,6,51
11254,5812,16,20,0
11253,42147,8,7,7
11252,39240,8,2,14
11251,249527,16,7,0
11250,305766,9,5,7
11249,257280,5,6,51
11248,39327,8,8,12
11247,46394,5,10,51
11246,19144,8,8,12
11245,,,,
11243,283674,6,21,5
11242,36377,8,7,4
11241,43364,6,17,3
11240,298446,9,22,0
11239,215638,9,10,5
11238,49852,5,16,54
11237,18001,13,2,6
11236,25731,8,7,4
11235,258947,8,2,14
11234,315311,16,1,0
11233,13891,8,3,0
11232,30926,8,5,1
11231,4209,1,15,1
11230,15632,8,7,5
11229,58055,5,12,0
11228,219405,6,5,5
11227,214088,5,7,51
11226,22773,2,10,7
11225,42305,16,11,0
11224,28391,1,15,1
11223,268704,5,6,53
11222,321465,4,1,0
11221,195424,9,13,1
11220,52973,9,3,3
11219,254080,8,5,1
11218,17243,8,5,6
11217,11913,4,8,4
11216,12367,8,7,4
11215,22786,9,3,3
11214,59443,4,1,2
11213,43168,9,14,3
11212,4925,9,22,4
11208,11573,5,3,53
11207,22701,8,7,4
11206,229145,5,6,0
11205,41421,5,19,0
11204,11056,8,60,0
11203,45571,6,3,1
11202,303561,8,5,6
11201,37420,33,1,0
11200,297386,5,3,0
11199,35259,4,17,0
11198,266793,5,7,55
11197,23206,1,15,4
11196,45035,5,19,0
11195,55119,8,7,4
11194,250324,16,7,0
11193,6935,9,10,3
11192,304477,9,22,0
11191,35362,8,2,16
11190,254961,9,4,5
11189,61500,4,2,4
11188,310349,1,2,1
11187,21007,16,20,0
11186,31095,5,5,0
11185,56081,8,7,7
11184,35364,5,5,55
11183,227392,5,19,0
11182,12282,3,5,3
11181,31799,5,14,59
11180,120391,2,3,8
11179,270072,5,17,57
11178,48165,6,21,3
11177,216975,5,19,0
11176,244206,8,5,6
11175,47627,9,9,0
11174,322745,5,19,0
11173,302450,1,12,0
11172,43856,1,12,0
11171,24270,5,17,57
11170,315244,4,17,0
11169,304080,6,1,1
11165,24354,3,12,0
11164,35487,5,20,0
11163,68292,5,12,55
11162,41070,5,4,0
11161,57182,8,4,6
11160,47429,6,6,0
11159,24701,5,6,51
11158,27529,1,2,7
11157,48733,6,16,7
11156,126882,2,14,3
11155,40712,4,19,2
11154,69341,8,8,14
11153,299981,6,15,6
11152,14328,8,4,6
11151,184885,1,15,1
11150,5935,4,2,5
11149,20569,5,16,52
11148,26217,10,5,34
11147,293559,5,15,55
11146,43998,8,8,11
11145,242753,6,9,0
11144,285338,8,11,0
11143,34269,9,13,14
11142,31580,16,10,1
11141,20985,5,13,0
11140,321550,5,16,53
11139,23207,6,17,3
11138,243773,5,16,52
11137,42518,4,15,53
11136,35723,5,12,53
11135,22896,5,16,52
11134,49209,5,5,55
11133,184156,5,1,0
11132,4847,16,7,0
11131,2145,1,8,0
11130,305772,5,10,51
11129,5012,9,21,0
11128,185070,2,14,5
11127,272038,9,4,5
11126,19441,5,19,0
11125,28598,6,17,0
11124,263373,10,1,0
11123,42304,5,16,52
11122,45227,2,14,0
11121,16738,9,4,6
11120,121700,8,5,0
11119,258961,5,16,52
11118,38141,2,14,0
11117,23967,5,6,51
11116,204831,5,3,0
11115,33017,5,6,0
11114,30310,5,10,0
11113,283287,4,10,5
11112,8548,1,2,6
11111,320784,6,1,1
11110,22368,4,2,0
11109,55873,9,5,7
11108,31153,8,2,0
11107,18317,8,4,4
11106,24040,1,2,7
11105,317225,5,1,0
11104,251775,5,1,0
11103,39879,33,1,41
11102,19010,6,1,2
11101,273127,5,6,58
11100,319448,5,14,56
11099,121645,4,15,53
11098,198649,4,17,3
11097,45655,3,4,0
11096,11643,5,10,0
11095,5983,24,23,1
11094,38259,4,17,0
11093,209710,8,7,5
11092,67082,3,12,6
11091,26315,5,10,0
11090,184563,9,5,3
11089,18494,5,6,51
11088,205504,5,12,54
11087,59905,3,12,6
11086,42921,5,6,0
11085,292582,5,10,0
11084,18136,9,9,2
11083,21813,5,21,0
11082,53614,8,7,5
11081,272144,16,14,0
11080,6733,2,10,7
11079,25759,5,6,0
11078,241041,5,10,0
11077,5092,4,7,3
11076,11341,5,10,0
11075,122777,3,12,6
11074,35058,5,14,58
11073,23882,6,10,24
11072,283686,42,54,0
11071,274293,16,1,0
11070,69332,4,13,2
11069,121578,5,5,55
11068,48,4,3,3
11067,44077,9,9,0
11066,73,9,9,0
11065,290453,4,19,6
11064,23176,5,15,0
11063,55357,5,14,58
11062,241070,8,6,4
11061,122534,3,5,5
11060,8175,6,18,4
11059,57611,5,6,0
11058,26819,5,14,58
11057,1053,6,18,4
11056,11943,1,18,0
11055,43816,5,12,53
11054,173989,4,19,2
11053,219163,4,19,1
11052,120965,4,19,8
11051,188665,5,7,0
11050,10240,6,17,3
11049,12044,4,17,0
11048,202200,5,8,0
11047,27356,5,14,56
11046,197778,8,6,4
11045,276751,5,14,0
11044,40250,15,5,0
11043,34732,6,18,4
11042,27420,6,3,3
11041,259601,5,13,52
11040,214309,5,15,53
11039,48304,9,9,0
11038,66266,8,4,3
11037,221998,9,5,0
11036,43881,5,5,55
11035,123606,5,5,55
11034,7015,5,15,54
11033,15077,8,1,0
11032,319960,8,10,0
11031,55,8,2,0
11030,59929,9,13,14
11029,258353,6,18,5
11028,739,3,10,0
11027,33782,1,12,0
11026,,,,
11025,,,,
11024,12782,9,13,11
11023,27853,1,15,1
11022,49691,1,18,6
11021,9957,5,13,56
11020,56422,5,11,0
11019,322458,2,7,0
11018,292816,8,8,11
11017,9697,9,7,5
11016,288808,8,8,11
11015,52839,3,5,0
11014,306301,5,7,55
11013,45856,3,4,0
11012,14018,9,9,0
11011,29796,9,9,0
11010,10568,9,13,11
11009,213978,8,8,11
11008,121178,4,19,6
11007,3326,1,11,6
11006,37091,5,12,52
11005,266725,5,10,54
11004,197997,6,2,0
11003,275833,5,14,58
11002,287652,9,9,0
11001,24514,5,3,53
11000,184381,5,12,52
10999,214062,8,8,11
10998,32377,6,10,20
10997,321535,8,1,7
10996,57698,5,7,51
10995,290004,8,8,11
10994,122769,5,5,55
10993,120849,5,7,51
10992,2387,5,6,0
10991,43174,33,1,0
10990,41514,9,13,1
10989,280103,5,14,58
10988,46620,5,7,51
10987,19733,9,5,7
10986,213163,5,14,58
10985,21075,10,4,30
10984,275139,2,6,3
10983,56446,3,3,6
10982,284679,6,18,4
10981,30868,9,13,1
10980,301810,7,16,1
10979,12046,9,3,1
10978,62272,1,4,3
10977,25026,5,6,51
10976,64247,9,13,14
10975,43949,9,3,1
10974,37557,8,16,0
10973,60594,2,6,2
10972,29619,9,1,0
10971,28104,4,1,0
10970,220904,16,4,0
10969,55252,5,9,0
10968,251550,5,3,53
10967,34560,9,22,5
10966,197815,5,10,52
10965,261724,6,2,3
10964,285635,5,11,0
10963,8740,4,19,7
10962,238609,9,20,0
10961,6986,5,10,51
10960,37185,1,4,8
10959,36441,9,20,0
10958,291583,5,19,0
10957,238511,4,14,1
10956,27653,5,15,54
10955,37211,3,3,2
10954,23976,6,17,3
10953,35299,8,2,0
10952,125307,5,15,54
10951,43367,9,20,0
10950,290378,5,10,52
10949,288435,5,10,52
10948,198899,2,3,8
10947,188029,9,3,1
10946,205809,2,31,0
10945,322423,10,5,31
10944,9374,9,13,1
10943,220550,9,20,0
10942,42335,8,2,0
10941,172178,33,1,31
10940,306178,5,15,0
10939,318105,5,8,0
10938,31896,9,21,0
10937,12207,3,8,1
10936,18337,1,8,2
10935,199249,9,21,4
10934,322384,16,24,0
10933,322026,8,8,13
10932,64505,10,5,51
10931,61115,9,13,14
10930,476,2,12,2
10929,42390,8,2,14
10928,124695,5,11,3
10927,31420,13,60,15
10926,186418,13,60,50
10925,45961,3,16,0
10924,40563,9,14,1
10923,48348,10,4,0
10922,25987,3,7,1
10921,263858,5,12,0
10920,24505,4,17,1
10919,5328,5,13,51
10918,33744,13,60,9
10917,39401,5,12,0
10916,9382,5,12,0
10915,44106,9,21,4
10914,20127,8,8,0
10913,25042,8,8,12
10912,2490,9,9,1
10911,5557,3,12,1
10910,37309,16,20,0
10909,13951,5,11,2
10908,9778,5,5,0
10907,188637,9,13,14
10906,30981,4,2,0
10905,12341,5,9,0
10904,470,1,15,1
10903,10637,9,13,12
10902,285371,5,15,0
10901,14178,5,12,0
10900,270056,1,16,4
10899,306386,6,2,1
10898,52038,5,13,0
10897,30770,4,60,0
10896,215426,15,5,0
10895,40458,4,60,0
10894,298040,5,2,0
10893,315828,3,2,4
10892,5959,16,14,0
10891,268977,5,3,0
10890,123764,5,2,52
10889,124830,2,7,0
10888,322386,3,3,0
10887,19662,5,6,0
10886,34546,4,60,0
10885,10865,5,16,0
10884,55979,4,8,0
10883,287769,5,9,56
10882,318557,4,60,0
10881,176611,6,2,1
10880,5032,4,8,4
10879,50627,7,16,1
10878,14173,4,60,0
10877,61695,15,5,0
10876,241513,2,14,4
10875,51741,5,17,0
10874,4211,4,60,0
10873,26447,5,11,2
10872,255031,5,17,0
10871,69240,9,5,21
10870,3882,5,9,56
10869,246591,16,17,0
10868,26145,8,2,17
10867,314213,1,11,7
10866,320378,5,8,54
10865,31187,4,60,0
10864,34451,5,15,53
10863,19331,5,13,51
10862,20954,16,20,0
10861,9212,2,12,3
10860,120555,5,9,56
10859,177117,6,1,6
10858,2952,5,13,56
10856,285060,5,2,52
10855,191442,2,6,9
10854,229384,5,14,0
10853,30024,6,21,0
10852,311284,3,7,1
10851,275646,2,14,5
10850,13064,5,7,57
10849,47783,9,14,3
10848,41233,8,1,3
10847,30436,5,14,0
10846,51079,8,3,0
10845,318126,2,6,9
10844,67030,5,2,52
10843,280464,8,3,0
10842,242518,16,1,0
10841,280122,8,7,2
10840,29503,1,18,0
10839,48229,5,21,8
10838,258830,5,21,8
10837,263347,8,5,0
10836,16286,16,1,0
10835,255499,5,14,0
10834,12888,2,13,2
10833,46016,8,1,3
10832,254555,16,12,0
10831,322442,3,1,6
10830,322366,6,10,26
10829,23543,2,14,4
10828,50948,16,12,0
10827,186447,16,12,0
10826,187374,2,14,4
10825,48691,4,2,0
10824,64431,5,21,8
10823,18497,16,1,0
10822,250306,8,36,0
10821,7441,6,9,0
10820,45559,16,1,0
10819,56471,9,10,3
10818,35294,8,3,0
10817,10516,9,21,0
10816,290086,8,12,2
10815,297752,5,14,0
10814,50185,5,5,52
10813,266670,16,1,0
10812,22073,5,13,51
10811,52576,5,14,51
10810,254083,5,16,0
10809,40860,5,1,53
10808,42851,6,21,12
10807,316386,2,31,0
10806,4501,8,7,4
10805,25075,5,3,56
10804,32742,6,7,1
10803,56119,9,21,0
10802,39838,7,16,1
10801,300979,2,31,0
10800,46782,5,14,56
10799,240443,5,14,51
10798,29928,2,12,9
10797,12570,6,21,0
10796,318131,6,14,6
10795,239273,5,3,56
10794,18954,5,1,0
10793,186300,2,10,0
10792,256579,5,11,1
10791,258164,5,9,53
10790,38127,5,6,53
10789,27271,9,5,7
10788,9743,4,7,2
10787,23307,9,13,0
10786,32259,6,10,25
10785,25776,8,31,0
10784,3923,5,5,0
10783,209817,4,2,0
10782,15844,2,10,0
10781,45160,4,7,2
10780,44530,5,8,0
10779,28762,6,22,0
10778,56149,8,12,1
10777,315335,9,22,0
10776,46207,5,12,52
10775,35589,5,5,55
10774,19919,8,8,4
10773,56961,1,11,6
10772,224956,8,1,0
10771,312601,5,7,0
10770,290996,16,7,0
10769,28280,5,7,53
10768,51016,2,3,1
10767,45903,5,10,52
10766,40988,5,10,52
10765,32361,6,1,0
10764,320387,5,5,55
10763,71717,8,12,1
10762,246116,6,1,0
10761,27814,5,3,55
10760,1491,5,2,54
10759,29749,4,12,4
10758,13844,6,22,0
10757,304573,6,1,0
10756,51101,8,3,6
10755,294282,6,1,1
10754,212359,5,5,55
10753,6991,3,3,5
10752,35960,8,3,0
10751,,,,
10750,62820,8,6,3
10749,7399,9,21,0
10748,304973,5,1,0
10747,6203,2,6,0
10746,311376,5,2,52
10745,22501,4,8,1
10744,320812,5,14,0
10743,220618,16,7,0
10742,256589,5,2,53
10741,41984,6,1,5
10740,48881,5,12,0
10739,39423,2,4,7
10738,281090,4,8,1
10737,31492,8,13,8
10736,285369,3,7,1
10735,301415,16,4,0
10734,42687,5,12,0
10733,20261,7,40,0
10732,35530,16,20,0
10731,33818,5,3,51
10730,274346,5,16,54
10729,42346,8,12,0
10728,62004,9,9,5
10727,255,8,5,5
10726,272871,3,9,2
10725,2059,16,4,0
10724,9612,2,10,0
10723,255441,9,3,3
10722,26233,16,7,0
10721,67931,9,5,23
10720,37458,5,1,0
10719,34045,5,8,0
10718,27687,9,5,23
10717,218297,2,4,7
10716,11886,5,6,53
10715,33682,16,7,0
10714,307148,16,7,0
10713,23277,16,7,0
10712,35794,6,10,26
10711,212798,5,16,54
10710,203866,4,8,1
10709,35390,8,5,2
10708,21112,9,19,3
10707,272992,5,24,0
10706,227996,5,10,52
10705,205485,5,12,54
10704,321516,5,10,54
10703,241836,5,2,53
10701,34436,5,3,51
10700,61373,6,10,24
10699,321496,10,4,20
10698,7696,5,3,51
10697,195153,5,14,61
10696,50585,6,3,5
10695,12898,5,8,54
10694,32719,16,10,0
10693,54832,10,1,0
10692,39054,9,4,6
10691,21699,5,3,0
10690,316290,16,10,1
10689,225774,5,7,51
10688,33210,6,18,5
10687,173982,5,17,57
10686,228790,33,1,31
10685,274985,8,11,0
10684,2315,6,18,5
10683,10533,6,18,3
10682,293524,6,3,3
10681,46684,5,20,13
10680,44698,5,6,58
10679,39342,5,15,51
10678,44097,5,6,58
10677,13372,5,15,55
10676,11195,8,11,9
10675,7372,9,8,0
10674,207540,3,5,0
10673,215927,9,5,0
10672,52423,5,14,58
10671,64531,5,14,0
10670,215659,5,15,51
10669,34572,6,21,3
10668,246128,5,6,53
10667,181626,5,7,51
10666,47947,16,17,0
10665,41074,3,5,5
10664,28483,2,3,8
10663,39863,4,7,3
10662,34688,9,3,1
10661,259055,8,3,1
10660,214303,5,15,55
10659,70493,2,3,8
10658,276298,8,1,7
10657,3167,1,14,0
10656,12237,2,16,0
10655,256530,5,7,51
10654,275907,2,3,1
10653,4722,1,16,0
10652,225727,5,2,53
10651,3942,2,6,0
10650,4766,5,12,53
10649,59494,6,17,3
10648,43850,2,14,0
10647,319929,4,7,2
10646,15538,5,2,53
10645,56705,5,13,0
10644,200374,5,1,51
10643,293353,5,13,0
10642,289610,3,1,7
10641,297402,13,60,15
10640,285376,6,3,0
10639,45495,9,5,8
10638,196813,2,6,5
10637,25503,6,3,0
10636,320867,1,14,0
10635,173729,2,2,0
10634,311636,5,2,0
10633,13516,1,12,0
10632,22090,16,20,0
10630,184771,2,15,10
10629,42427,5,3,56
10628,345,5,8,0
10627,46429,8,7,5
10626,45662,13,60,8
10625,44896,5,8,0
10624,55741,3,2,3
10623,37113,3,4,5
10622,33713,9,8,0
10621,19778,3,10,3
10620,303593,5,9,55
10619,217550,5,13,0
10618,24866,9,9,1
10617,258470,5,13,54
10616,49436,5,8,0
10615,35693,8,8,2
10614,292723,4,1,4
10613,40914,9,1,0
10612,20597,8,7,5
10611,51022,5,13,56
10610,202287,5,21,8
10609,33016,5,5,0
10602,283021,5,1,52
10601,11329,5,13,0
10600,321509,8,12,1
10599,290907,3,12,1
10598,295236,3,10,0
10597,4735,9,13,3
10596,304953,3,1,7
10595,69637,5,2,0
10594,25196,5,15,54
10593,31149,6,14,6
10592,322021,8,12,0
10591,59221,8,5,6
10590,10270,9,8,0
10589,317207,3,12,0
10588,282588,5,17,56
10587,7157,2,4,0
10586,42938,5,13,56
10585,28794,6,6,5
10584,61465,4,13,2
10583,54537,5,12,52
10582,288823,5,5,52
10581,44964,5,12,52
10580,31196,5,8,54
10579,44425,6,2,1
10578,36763,6,6,0
10577,250030,4,13,0
10576,273123,5,13,54
10575,192104,1,11,0
10574,122934,5,19,0
10573,31763,6,2,1
10572,122991,5,12,54
10571,18335,2,7,0
10570,50838,5,12,52
10569,17384,5,12,51
10568,218918,3,7,3
10567,200605,5,13,54
10566,284682,5,15,55
10565,298769,7,16,0
10564,38478,9,9,7
10563,41110,5,21,13
10562,185951,5,7,0
10561,,,,
10560,318927,5,5,0
10559,259480,3,4,0
10558,191320,5,4,54
10557,120972,2,3,3
10556,238663,2,15,10
10555,50840,6,15,3
10554,15971,1,4,0
10553,8042,6,12,5
10552,24901,1,10,1
10551,59325,2,3,6
10550,199682,6,18,5
10549,265143,6,15,6
10548,41830,9,5,21
10547,291964,5,1,0
10546,51840,5,8,0
10545,5,1,12,4
10544,291179,6,2,1
10543,11487,6,12,4
10542,56644,9,19,0
10541,49793,6,12,4
10540,10483,6,15,0
10539,217095,1,10,1
10538,320830,6,16,0
10537,17244,5,14,59
10536,29248,8,1,4
10535,14294,5,1,56
10534,272851,2,15,10
10533,205956,9,8,0
10532,293734,6,6,5
10531,2910,9,8,0
10530,32770,4,17,5
10529,242469,5,13,0
10528,7791,1,12,0
10527,320355,24,43,0
10526,29110,5,1,51
10525,1780,3,5,5
10524,120890,5,7,55
10523,314266,9,5,23
10522,4828,5,1,51
10521,212050,3,5,5
10520,48668,5,14,53
10519,38268,3,5,0
10518,184882,13,2,6
10517,269840,5,7,53
10516,10433,8,8,11
10515,321512,8,1,4
10514,238158,5,9,55
10513,17646,5,10,0
10512,266723,5,15,54
10511,54664,5,14,56
10510,6827,5,13,0
10509,36537,5,15,0
10508,32006,5,9,55
10507,288282,3,9,2
10506,51560,5,1,51
10505,36153,5,17,0
10504,58447,5,14,53
10503,50408,5,1,51
10502,306227,2,15,1
10501,281029,42,0,0
10500,65797,5,10,0
10499,15653,5,17,0
10498,25039,5,13,52
10497,214161,8,7,4
10496,15368,5,1,0
10495,268031,5,7,53
10494,15909,5,14,56
10493,254997,9,3,3
10492,297397,3,5,5
10491,41508,5,13,0
10490,17506,5,8,0
10489,23388,6,14,6
10488,19209,16,20,0
10487,16892,9,3,3
10486,67245,6,3,0
10485,,,,
10484,,4,3,1
10483,298528,5,13,0
10482,47048,9,10,0
10481,122853,5,17,54
10480,37625,5,3,56
10479,35156,5,13,54
10478,45181,5,7,55
10477,772,5,13,0
10476,299873,5,13,0
10475,20831,2,13,8
10474,321478,8,3,6
10473,224194,16,10,1
10472,58954,3,7,3
10471,254096,9,10,0
10470,26294,5,6,53
10469,209541,4,8,4
10468,282410,2,3,0
10467,322358,10,5,31
10466,69336,5,5,55
10465,62222,5,14,56
10464,204908,16,10,1
10463,38916,5,14,0
10462,51529,5,14,0
10461,304522,3,10,0
10460,28481,9,10,0
10459,62692,9,10,1
10458,298068,6,10,28
10457,24195,9,10,0
10456,56731,8,2,0
10455,315903,5,20,0
10454,286071,16,7,0
10453,12279,5,14,54
10452,40985,8,2,16
10451,319944,8,5,0
10450,276159,8,4,2
10449,25404,5,15,54
10448,11273,6,18,3
10447,28407,9,13,13
10446,215283,5,5,0
10445,43070,16,13,0
10444,38908,5,6,0
10443,48673,5,11,0
10442,275884,9,3,5
10441,42199,4,7,0
10440,46104,6,14,5
10439,63354,6,18,4
10438,48889,6,14,5
10437,63324,5,12,55
10436,244739,5,1,54
10435,223179,16,13,0
10434,24523,6,18,3
10433,37767,6,18,4
10432,188633,2,12,3
10431,20537,1,15,7
10430,64603,5,10,54
10429,39350,1,15,3
10428,289136,5,2,54
10427,42820,5,13,56
10426,2066,3,12,4
10425,2146,5,4,0
10424,318495,3,5,0
10423,22853,9,12,4
10422,284697,5,7,54
10421,28070,5,1,53
10420,,,,
10419,1784,5,7,51
10418,4296,2,10,7
10417,862,9,9,1
10416,24846,8,8,11
10415,250170,2,31,0
10414,23347,4,8,4
10413,11321,3,3,0
10412,287762,3,7,3
10411,272363,8,13,0
10410,290454,9,9,1
10409,19790,3,5,0
10408,1612,3,9,0
10407,56962,9,9,1
10406,40152,5,2,52
10405,8871,9,13,14
10404,28849,8,6,4
10403,35180,5,11,2
10402,249524,33,1,31
10401,302830,16,13,0
10400,44592,8,8,11
10399,20296,3,2,4
10398,17546,4,12,1
10397,256419,10,4,30
10396,44492,2,2,6
10395,23530,9,13,3
10394,5675,3,4,0
10393,256812,6,18,0
10392,60879,5,13,56
10391,15480,3,5,0
10390,43134,9,10,1
10389,41339,8,6,4
10388,257080,8,8,11
10387,256676,5,2,53
10386,251977,6,10,0
10385,69099,5,14,59
10384,249731,6,1,1
10383,18034,13,2,6
10382,5082,1,8,3
10381,33206,9,13,3
10380,278803,5,2,54
10379,37207,2,2,1
10378,16218,2,10,7
10377,301493,2,7,3
10376,1566,2,12,7
10375,10467,8,3,0
10374,320336,16,18,0
10373,54358,3,12,3
10372,50277,2,3,1
10371,123243,8,12,2
10370,23568,5,1,51
10369,256570,5,7,54
10368,318493,3,10,0
10367,33033,5,13,54
10366,320834,2,6,9
10365,305540,5,13,56
10364,57617,2,3,6
10363,30312,9,9,2
10362,34252,5,13,54
10361,3084,5,10,53
10360,59065,2,15,7
10359,16814,13,2,0
10358,1446,3,4,6
10357,271484,2,12,0
10356,238722,13,60,2
10355,256549,5,7,54
10354,30517,8,5,0
10353,5801,2,3,6
10352,277162,5,1,53
10351,52497,2,31,0
10350,270050,1,18,6
10349,51280,6,16,2
10348,32731,6,16,1
10347,195641,8,8,4
10346,274808,2,10,1
10345,49125,2,10,1
10344,52095,16,14,0
10343,24954,16,16,0
10342,27353,8,6,3
10341,5492,5,13,56
10340,46649,5,13,56
10339,279428,6,1,0
10338,58761,9,19,0
10337,320320,16,10,1
10336,35541,8,2,16
10335,46765,9,13,1
10334,251754,8,5,6
10333,9512,5,7,53
10332,41632,5,9,53
10331,262,2,13,0
10330,44342,4,8,2
10329,263375,16,10,1
10328,58205,9,19,0
10327,65130,8,8,11
10326,287153,5,1,53
10325,44746,6,18,1
10324,36414,6,17,3
10323,38503,8,11,7
10322,9982,9,13,5
