Qty,PartID,Description,Orders_Number
1,NAC1040,NXT Accelerometer Sensor,707630
1,NGY1044,NXT Gyro Sensor,707630
1,NMC1034,NXT Magnetic Compass Sensor,707630
1,NSK1042,NXT IRSeeker  V2,707631
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707631
1,SPK2016,HiTechnic SuperPro Prototyping Sensor Kit,707631-1
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707632
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707632
1,IRB1005,HiTechnic Infrared Electronic Ball,707633
3,NWS1000,NXT Extended Connector Cable Set,707633
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707634
2,FTCBCN,FTC IR Beacon Master,707634
1,NMS1035,NXT Magnetic Sensor,707635
1,NIR1032,NXT IR Receiver,707636
1,NAC1040,NXT Accelerometer Sensor,707637
1,NGY1044,NXT Gyro Sensor,707637
1,NMS1035,NXT Magnetic Sensor,707637
1,NSK1042,NXT IRSeeker  V2,707638
1,NGY1044,NXT Gyro Sensor,707639
1,NIR1032,NXT IR Receiver,707639
1,NTX1060,NXT Touch Sensor Multiplexer,707639
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707639
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707640
2,FTCBCN,FTC IR Beacon Master,707640
1,NCO1038,NXT Color Sensor V2,707641
1,FTCBCN,FTC IR Beacon Master,707642
1,NCO1038,NXT Color Sensor V2,707642
1,NSK1042,NXT IRSeeker  V2,707642
1,NSX2020,HiTechnic Sensor Multiplexer,707642
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707642
1,NAC1040,NXT Accelerometer Sensor,707643
1,NCO1038,NXT Color Sensor V2,707644
1,NSK1042,NXT IRSeeker  V2,707644
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707644
1,NAC1040,NXT Accelerometer Sensor,707645
1,NGY1044,NXT Gyro Sensor,707645
1,NSX2020,HiTechnic Sensor Multiplexer,707645
1,NWS1000,NXT Extended Connector Cable Set,707645
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707646
2,NSX2020,HiTechnic Sensor Multiplexer,707646
1,NGY1044,NXT Gyro Sensor,707647
1,NIR1032,NXT IR Receiver,707647
1,NAC1040,NXT Accelerometer Sensor,707648
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707648
3,NPT1051,NXT Prototype Solderable Extension,707648
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707649
2,NSX2020,HiTechnic Sensor Multiplexer,707649
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707650
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707650
2,FTCBCN,FTC IR Beacon Master,707650
1,IRB1005,HiTechnic Infrared Electronic Ball,707651
1,NSX2020,HiTechnic Sensor Multiplexer,707651
1,NIL1046,NXT IRLink Sensor,707652
1,NGY1044,NXT Gyro Sensor,707653
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707653
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707654
3,NWS1000,NXT Extended Connector Cable Set,707654
2,NMC1034,NXT Magnetic Compass Sensor,707655
2,NSK1042,NXT IRSeeker  V2,707655
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707656
2,SPK2016,HiTechnic SuperPro Prototyping Sensor Kit,707656-1
1,NGY1044,NXT Gyro Sensor- Sample No Charge,707657
2,FTCBCN,FTC IR Beacon Master,707657
2,NEO1048,NXT EOPD Sensor,707657
2,NSX2020,HiTechnic Sensor Multiplexer,707657
1,NGY1044,NXT Gyro Sensor,707658
1,NSX2020,HiTechnic Sensor Multiplexer,707658
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707658
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707658
1,FTCBCN,FTC IR Beacon Master,707659
2,NSK1042,NXT IRSeeker  V2,707659
1,NGY1044,NXT Gyro Sensor,707660
1,NIR1032,NXT IR Receiver,707660
1,NWS1000,NXT Extended Connector Cable Set,707660
1,NAC1040,NXT Accelerometer Sensor,707661
1,NSX2020,HiTechnic Sensor Multiplexer,707661
1,NTX1060,NXT Touch Sensor Multiplexer,707661
1,FTCBCN,FTC IR Beacon Master,707662
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707663
2,FTCBCN,FTC IR Beacon Master,707663
2,NMS1035,NXT Magnetic Sensor,707663
2,NSK1042,NXT IRSeeker  V2,707663
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707664
1,NMS1035,NXT Magnetic Sensor,707665
1,NSK1042,NXT IRSeeker  V2,707665
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707665
2,FTCBCN,FTC IR Beacon Master,707665
1,NSK1042,NXT IRSeeker  V2,707666
1,NMS1035,NXT Magnetic Sensor,707667
1,NWS1000,NXT Extended Connector Cable Set-No charge,707667
2,FTCBCN,FTC IR Beacon Master,707667
1,NGY1044,NXT Gyro Sensor,707668
1,NIR1032,NXT IR Receiver,707668
1,NMC1034,NXT Magnetic Compass Sensor,707669
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707669
1,NAC1040,NXT Accelerometer Sensor,707670
1,NEO1048,NXT EOPD Sensor,707670
1,NSX2020,HiTechnic Sensor Multiplexer,707670
1,NTX1060,NXT Touch Sensor Multiplexer,707670
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707670
2,NGY1044,NXT Gyro Sensor,707670
5,NCO1038,NXT Color Sensor V2,707671
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707673
2,FTCBCN,FTC IR Beacon Master,707673
3,NCO1038,NXT Color Sensor V2,707673
3,NMS1035,NXT Magnetic Sensor,707673
3,NSK1042,NXT IRSeeker  V2,707673
3,NWS1000,NXT Extended Connector Cable Set,707673
1,NSK1042,NXT IRSeeker  V2,707674
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707674
2,FTCBCN,FTC IR Beacon Master,707674
3,NMS1035,NXT Magnetic Sensor,707674
1,NAC1040,NXT Accelerometer Sensor,707675
1,NMC1034,NXT Magnetic Compass Sensor,707675
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707676
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707676
1,NAC1040,NXT Accelerometer Sensor,707677
1,NGY1044,NXT Gyro Sensor,707677
1,NMS1035,NXT Magnetic Sensor,707677
1,NAC1040,NXT Accelerometer Sensor,707678
1,NCO1038,NXT Color Sensor V2,707678
1,NGY1044,NXT Gyro Sensor,707678
1,NIR1032,NXT IR Receiver,707678
1,NIR1032,NXT IR Receiver,707679
1,FTCBCN,FTC IR Beacon Master,707680
2,NGY1044,NXT Gyro Sensor,707680
1,NGY1044,NXT Gyro Sensor,707681
1,NIL1046,NXT IRLink Sensor,707681
1,NIR1032,NXT IR Receiver,707681
3,FTCBCN,FTC IR Beacon Master,707682
1,NMC1034,NXT Magnetic Compass Sensor,707683
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707683
4,NCO1038,NXT Color Sensor V2,707683
1,NSK1042,NXT IRSeeker  V2,707684
1,NSX2020,HiTechnic Sensor Multiplexer,707684
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707684
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707684
2,FTCBCN,FTC IR Beacon Master,707684
1,NWS1000,NXT Extended Connector Cable Set,707685
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707685
1,NMS1035,NXT Magnetic Sensor,707686
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707686
2,NSK1042,NXT IRSeeker  V2,707686
1,NMS1035,NXT Magnetic Sensor,707687
1,NSK1042,NXT IRSeeker  V2,707687
1,NSX2020,HiTechnic Sensor Multiplexer,707687
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707687
2,FTCBCN,FTC IR Beacon Master,707687
20,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707688
1,NMC1034,NXT Magnetic Compass Sensor,707689
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707689
1,FTCBCN,FTC IR Beacon Master,707690
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707690
1,NAC1040,NXT Accelerometer Sensor,707691
1,NGY1044,NXT Gyro Sensor,707691
1,NSK1042,NXT IRSeeker  V2,707692
10,NGY1044,NXT Gyro Sensor,707693
2,NSX2020,HiTechnic Sensor Multiplexer,707694
3,NIR1032,NXT IR Receiver,707694
10,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707694
1,NAC1040,NXT Accelerometer Sensor,707695
1,NGY1044,NXT Gyro Sensor,707695
1,NAC1040,NXT Accelerometer Sensor,707696
2,NGY1044,NXT Gyro Sensor,707697
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707698
2,NEO1048,NXT EOPD Sensor,707698
2,HRC2148,HiTechnic Rotocaster 48mm,707699
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707700
2,NAA1030,NXT Angle Sensor,707701
1,NSX2020,HiTechnic Sensor Multiplexer,707702
1,NSK1042,NXT IRSeeker  V2,707703
1,NGY1044,NXT Gyro Sensor,707704
1,NIR1032,NXT IR Receiver,707704
2,HRC2148,HiTechnic Rotocaster 48mm,707705
1,NSX2020,HiTechnic Sensor Multiplexer,707706
1,NWS1000,NXT Extended Connector Cable Set,707707
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707707
1,IRB1005,HiTechnic Infrared Electronic Ball,707708
2,NSK1042,NXT IRSeeker  V2,707708
1,NAC1040,NXT Accelerometer Sensor,707709
2,NSK1042,NXT IRSeeker  V2,707709
1,NSX2020,HiTechnic Sensor Multiplexer,707710
1,NWS1000,NXT Extended Connector Cable Set-No charge,707710
2,HRC2148,HiTechnic Rotocaster,707711
1,FTCBCN,FTC IR Beacon Master,707712
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707712
2,NWS1000,NXT Extended Connector Cable Set,707712
1,HRC2148,HiTechnic Rotocaster,707713
1,NAA1030,NXT Angle Sensor,707713
1,NAC1040,NXT Accelerometer Sensor,707713
1,NEO1048,NXT EOPD Sensor,707713
1,NMC1034,NXT Magnetic Compass Sensor,707713
1,NSX2020,HiTechnic Sensor Multiplexer,707713
1,NTX1060,NXT Touch Sensor Multiplexer,707713
2,NWS1000,NXT Extended Connector Cable Set,707713
1,NIR1032,NXT IR Receiver,707714
1,FTCBCN,FTC IR Beacon Master,707715
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707715
1,NMS1035,NXT Magnetic Sensor,707716
1,NAC1040,NXT Accelerometer Sensor,707717
1,NGY1044,NXT Gyro Sensor,707717
1,NSX2020,HiTechnic Sensor Multiplexer,707717
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707717
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707718
3,FTCBCN,FTC IR Beacon Master,707718
1,NSK1042,NXT IRSeeker  V2,707719
1,NCO1038,NXT Color Sensor V2,707720
1,NIL1046,NXT IRLink Sensor,707720
1,NIR1032,NXT IR Receiver,707720
1,NAC1040,NXT Accelerometer Sensor,707721
1,NBR1036,NXT Barometric Sensor,707721
1,NWS1000,NXT Extended Connector Cable Set,707721
1,NCO1038,NXT Color Sensor V2,707722
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707722
1,NAC1040,NXT Accelerometer Sensor,707723
1,NSK1042,NXT IRSeeker  V2,707723
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707723
1,NAA1030,NXT Angle Sensor,707724
1,NAC1040,NXT Accelerometer Sensor,707724
1,NEO1048,NXT EOPD Sensor,707724
1,NGY1044,NXT Gyro Sensor,707724
1,NIL1046,NXT IRLink Sensor,707724
1,NIR1032,NXT IR Receiver,707724
1,NMC1034,NXT Magnetic Compass Sensor,707724
1,NWS1000,NXT Extended Connector Cable Set,707724
2,HRC2148,HiTechnic Rotocaster,707724
1,NGY1044,NXT Gyro Sensor,707725
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707725
1,FTCBCN,FTC IR Beacon Master,707726
1,IRB1005,HiTechnic Infrared Electronic Ball,707726
1,NSK1042,NXT IRSeeker  V2,707726
1,NTX1060,NXT Touch Sensor Multiplexer,707726
1,NIR1032,NXT IR Receiver,707727
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707728
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707728
1,NCO1038,NXT Color Sensor V2,707729
2,HRC2148,HiTechnic Rotocaster,707730
2,NEO1048,NXT EOPD Sensor,707730
1,NEO1048,NXT EOPD Sensor,707731
1,SPK2016,HiTechnic SuperPro Prototyping Sensor Kit,707731
1,NSK1042,NXT IRSeeker  V2,707732
1,NIR1032,NXT IR Receiver-Replacement,707733
1,FTCBCN,FTC IR Beacon Master,707734
1,NSK1042,NXT IRSeeker  V2,707734
1,NSX2020,HiTechnic Sensor Multiplexer,707734
1,NTX1060,NXT Touch Sensor Multiplexer,707734
1,IRB1005,HiTechnic Infrared Electronic Ball,707735
2,NAC1040,NXT Accelerometer Sensor,707736
2,NCO1038,NXT Color Sensor V2,707736
2,NEO1048,NXT EOPD Sensor,707736
3,NWS1000,NXT Extended Connector Cable Set,707736
1,NIR1032,NXT IR Receiver,707737
2,IRB1005,HiTechnic Infrared Electronic Ball,707738
8,NIR1032,NXT IR Receiver,707738
1,NSK1042,NXT IRSeeker  V2,707739
1,NGY1044,NXT Gyro Sensor,707740
1,NSK1042,NXT IRSeeker  V2,707740
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707740
2,FTCBCN,FTC IR Beacon Master,707740
3,NWS1000,NXT Extended Connector Cable Set,707740
1,NCO1038,NXT Color Sensor V2,707741
1,NIR1032,NXT IR Receiver,707742
1,NMS1035,NXT Magnetic Sensor,707742
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707742
1,NGY1044,NXT Gyro Sensor,707743
1,NIR1032,NXT IR Receiver,707743
2,FTCBCN,FTC IR Beacon Master,707744
2,NWS1000,NXT Extended Connector Cable Set-No Charge,707744
3,NSK1042,NXT IRSeeker  V2,707744
3,NWS1000,NXT Extended Connector Cable Set,707744
1,NMS1035,NXT Magnetic Sensor,707745
1,NSX2020,HiTechnic Sensor Multiplexer,707745
2,FTCBCN,FTC IR Beacon Master,707745
2,NSK1042,NXT IRSeeker  V2,707745
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707746
2,NAC1040,NXT Accelerometer Sensor,707746
2,NSK1042,NXT IRSeeker  V2,707746
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707747
2,NMS1035,NXT Magnetic Sensor,707747
2,IRB1005,HiTechnic Infrared Electronic Ball,707748
2,NCO1038,NXT Color Sensor V2,707748
4,NMC1034,NXT Magnetic Compass Sensor,707748
6,NSK1042,NXT IRSeeker  V2,707748
1,NCO1038,NXT Color Sensor V2,707749
1,NGY1044,NXT Gyro Sensor,707750
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707750
1,FTCBCN,FTC IR Beacon Master,707751
1,NBR1036,NXT Barometric Sensor,707751
1,NCO1038,NXT Color Sensor V2,707751
1,WFB1015,WRO Football Kit,707751
1,WFB1015,WRO Football Kit,707752
1,NSK1042,NXT IRSeeker  V2,707753
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707753
2,FTCBCN,FTC IR Beacon Master,707753
1,NIR1032,NXT IR Receiver,707754
1,NWS1000,NXT Extended Connector Cable Set,707754
1,NAC1040,NXT Accelerometer Sensor,707755
1,NGY1044,NXT Gyro Sensor,707755
1,NMC1034,NXT Magnetic Compass Sensor,707755
2,NWS1000,NXT Extended Connector Cable Set,707755
8,NCO1038,NXT Color Sensor V2,707756
1,NAC1040,NXT Accelerometer Sensor,707757
1,NGY1044,NXT Gyro Sensor,707757
1,NSX2020,HiTechnic Sensor Multiplexer,707758
1,NTX1060,NXT Touch Sensor Multiplexer,707758
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707758
4,HRC2148,HiTechnic Rotocaster,707758
1,NGY1044,NXT Gyro Sensor,707759
1,NIR1032,NXT IR Receiver,707759
2,HRC2148,HiTechnic Rotocaster,707759
1,NIR1032,NXT IR Receiver,707760
1,FTCBCN,FTC IR Beacon Master,707761
1,NAC1040,NXT Accelerometer Sensor,707762
1,NGY1044,NXT Gyro Sensor,707762
1,NMC1034,NXT Magnetic Compass Sensor,707762
1,NWS1000,NXT Extended Connector Cable Set,707762
1,NSX2020,HiTechnic Sensor Multiplexer,707763
1,WFB1015,WRO Football Kit,707763
1,NBR1036,NXT Barometric Sensor,707764
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707764
1,NIR1032,NXT IR Receiver,707765
1,NMS1035,NXT Magnetic Sensor,707766
2,NGY1044,NXT Gyro Sensor,707766
1,NBR1036,NXT Barometric Sensor,707767
1,NEO1048,NXT EOPD Sensor,707767
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707768
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707768
1,NAA1030,NXT Angle Sensor,707769
1,NMC1034,NXT Magnetic Compass Sensor,707769
1,NWS1000,NXT Extended Connector Cable Set,707769
1,HRC2148,HiTechnic Rotocaster,707770
1,NCO1038,NXT Color Sensor V2,707770
1,IRB1005,HiTechnic Infrared Electronic Ball,707771
1,NSK1042,NXT IRSeeker  V2,707771
2,HRC2148,HiTechnic Rotocaster,707771
1,FTCBCN,FTC IR Beacon Master,707772
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707772
1,NSK1042,NXT IRSeeker  V2,707773
1,HRC2148,HiTechnic Rotocaster,707774
2,NGY1044,NXT Gyro Sensor,707774
1,FTCBCN,FTC IR Beacon Master,707775
1,NSK1042,NXT IRSeeker  V2,707776
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707776
1,SPK2016,HiTechnic SuperPro Prototyping Sensor Kit,707776
2,FTCBCN,FTC IR Beacon Master,707776
1,NCO1038,NXT Color Sensor V2,707777
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707777
1,NSK1042,NXT IRSeeker  V2,707778
1,NWS1000,NXT Extended Connector Cable Set,707778
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707778
2,FTCBCN,FTC IR Beacon Master,707778
1,NWS1000,NXT Extended Connector Cable Set,707779
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707779
2,FTCBCN,FTC IR Beacon Master,707779
2,NSK1042,NXT IRSeeker  V2,707779
1,NMS1035,NXT Magnetic Sensor,707780
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707780
1,NMS1035,NXT Magnetic Sensor,707781
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707781
3,FTCBCN,FTC IR Beacon Master,707782
1,NAA1030,NXT Angle Sensor,707783
1,NSX2020,HiTechnic Sensor Multiplexer,707783
2,HRC2148,HiTechnic Rotocaster,707783
3,NWS1000,NXT Extended Connector Cable Set,707783
1,NAC1040,NXT Accelerometer Sensor,707784
1,NGY1044,NXT Gyro Sensor,707785
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707785
3,HRC2148,HiTechnic Rotocaster,707786
3,NGY1044,NXT Gyro Sensor,707786
1,NGY1044,NXT Gyro Sensor,707787
1,FTCBCN,FTC IR Beacon Master,707788
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707788
1,NBR1036,NXT Barometric Sensor,707789
1,FTCBCN,FTC IR Beacon Master,707790
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707790
3,NCO1038,NXT Color Sensor V2,707791
1,NAC1040,NXT Accelerometer Sensor,707792
1,NBR1036,NXT Barometric Sensor,707792
1,NMC1034,NXT Magnetic Compass Sensor,707792
2,NAA1030,NXT Angle Sensor,707793
1,NSK1042,NXT IRSeeker  V2,707794
2,FTCBCN,FTC IR Beacon Master,707794
1,NMC1034,NXT Magnetic Compass Sensor,707795
1,FTCBCN,FTC IR Beacon Master,707796
1,FTCBCN,FTC IR Beacon Master,707797
1,NMS1035,NXT Magnetic Sensor,707797
1,NSK1042,NXT IRSeeker  V2,707797
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707797
2,NWS1000,NXT Extended Connector Cable Set,707798
1,NMC1034,NXT Magnetic Compass Sensor,707799
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707799
4,NAC1040,NXT Accelerometer Sensor,707800
4,NGY1044,NXT Gyro Sensor,707800
4,NMC1034,NXT Magnetic Compass Sensor,707800
1,NEO1048,NXT EOPD Sensor,707801
1,NGY1044,NXT Gyro Sensor,707801
2,HRC2148,HiTechnic Rotocaster,707801
1,NAC1040,NXT Accelerometer Sensor,707802
1,NGY1044,NXT Gyro Sensor,707802
1,NMC1034,NXT Magnetic Compass Sensor,707802
1,NWS1000,NXT Extended Connector Cable Set,707802
4,FTCBCN,FTC IR Beacon Master,707803
1,NGY1044,NXT Gyro Sensor,707804
1,WFB1015,WRO Football Kit,707804
1,NMS1035,NXT Magnetic Sensor,707805
1,NIR1032,NXT IR Receiver,707806
2,NIR1032,NXT IR Receiver,707807
2,NMC1034,NXT Magnetic Compass Sensor,707807
1,NWS1000,NXT Extended Connector Cable Set,707808
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707808
2,HRC2148,HiTechnic Rotocaster,707809
4,NAC1040,NXT Accelerometer Sensor,707809
4,NSX2020,HiTechnic Sensor Multiplexer,707809
4,SPR2010,HiTechnic SuperPro Prototype Sensor,707809
4,WFB1015,WRO Football Kit,707809
1,NMS1035,NXT Magnetic Sensor,707810
1,NWS1000,NXT Extended Connector Cable Set-No charge,707810
20,IRB1005,HiTechnic Infrared Electronic Ball,707811
2,HRC2148,HiTechnic Rotocaster,707812
1,NAC1040,NXT Accelerometer Sensor,707813
1,NGY1044,NXT Gyro Sensor,707813
1,NMC1034,NXT Magnetic Compass Sensor,707813
1,NSX2020,HiTechnic Sensor Multiplexer,707813
1,NWS1000,NXT Extended Connector Cable Set,707813
1,NSK1042,NXT IRSeeker  V2,707814
1,NWS1000,NXT Extended Connector Cable Set-No charge,707814
2,WFB1015,WRO Football Kit,707815
3,NMC1034,NXT Magnetic Compass Sensor,707815
3,NSK1042,NXT IRSeeker  V2,707815
10,NCO1038,NXT Color Sensor V2,707816
1,NCO1038,NXT Color Sensor V2,707817
2,HRC2148,HiTechnic Rotocaster,707818
1,NGY1044,NXT Gyro Sensor,707819
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707819
1,WFB1015,WRO Football Kit,707820
4,NWS1000,NXT Extended Connector Cable Set,707821
1,NIL1046,NXT IRLink Sensor,707822
1,NSX2020,HiTechnic Sensor Multiplexer,707822
1,NWS1000,NXT Extended Connector Cable Set,707822
1,NCO1038,NXT Color Sensor V2,707823
2,HRC2148,HiTechnic Rotocaster,707824
1,NCO1038,NXT Color Sensor V2,707825
1,NGY1044,NXT Gyro Sensor,707825
1,NWS1000,NXT Extended Connector Cable Set,707825
1,FTCBCN,FTC IR Beacon Master,707826
2,HRC2148,HiTechnic Rotocaster,707826
1,NSK1042,NXT IRSeeker  V2,707827
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707827
2,NSX2020,HiTechnic Sensor Multiplexer,707827
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707828
2,HRC2148,HiTechnic Rotocaster,707829
1,NMC1034,NXT Magnetic Compass Sensor,707830
2,HRC2148,HiTechnic Rotocaster,707831
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707832
1,NWS1000,NXT Extended Connector Cable Set-No charge,707833
3,NSK1042,NXT IRSeeker  V2,707833
4,NCO1038,NXT Color Sensor V2,707833
1,NSX2020,HiTechnic Sensor Multiplexer,707834
1,NWS1000,NXT Extended Connector Cable Set-No charge,707834
2,NAA1030,NXT Angle Sensor,707834
1,WFB1015,WRO Football Kit,707835
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707836
2,FTCBCN,FTC IR Beacon Master,707836
1,NAA1030,NXT Angle Sensor,707837
2,FTCBCN,FTC IR Beacon Master,707837
1,NGY1044,NXT Gyro Sensor,707838
1,NIR1032,NXT IR Receiver,707838
1,NIL1046,NXT IRLink Sensor,707839
1,NIR1032,NXT IR Receiver,707839
2,WFB1015,WRO Football Kit,707840
1,WFB1015,WRO Football Kit,707841
1,NSX2020,HiTechnic Sensor Multiplexer,707842
1,SPA2017,HiTechnic SuperPro Experimenter's Kit A-SP,707843
1,NSK1042,NXT IRSeeker  V2,707844
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707845
2,NWS1000,NXT Extended Connector Cable Set,707845
1,NIR1032,NXT IR Receiver,707846
1,NAA1030,NXT Angle Sensor,707847
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707847
1,NPT1051,NXT Prototype Solderable Extension,707848
1,NTX1060,NXT Touch Sensor Multiplexer,707848
2,NIL1046,NXT IRLink Sensor,707848
5,NWS1000,NXT Extended Connector Cable Set,707848
1,NGY1044,NXT Gyro Sensor,707849
1,NGY1044,NXT Gyro Sensor,707850
1,NCO1038,NXT Color Sensor V2,707851
1,NSK1042,NXT IRSeeker  V2,707851
1,NSX2020,HiTechnic Sensor Multiplexer,707851
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707851
2,FTCBCN,FTC IR Beacon Master,707851
1,NAC1040,NXT Accelerometer Sensor,707852
1,NBR1036,NXT Barometric Sensor,707852
1,NMS1035,NXT Magnetic Sensor,707852
2,NCO1038,NXT Color Sensor V2,707853
2,NWS1000,NXT Extended Connector Cable Set,707853
1,NMS1035,NXT Magnetic Sensor,707854
2,HRC2148,HiTechnic Rotocaster,707854
1,NGY1044,NXT Gyro Sensor,707855
1,FTCSET,FTC IR Beacon Set Master & Slave,707856
1,NTX1060,NXT Touch Sensor Multiplexer,707857
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707857
2,NMS1035,NXT Magnetic Sensor,707857
2,NCO1038,NXT Color Sensor V2,707858
2,NSX2020,HiTechnic Sensor Multiplexer,707858
2,HRC2148,HiTechnic Rotocaster,707859
2,SPR2010,HiTechnic SuperPro Prototype Sensor,707859
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707860
4,NMS1035,NXT Magnetic Sensor,707860
1,HRC2148,HiTechnic Rotocaster,707861
1,NAC1040,NXT Accelerometer Sensor,707861
1,NGY1044,NXT Gyro Sensor,707861
1,NMC1034,NXT Magnetic Compass Sensor,707861
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707861
1,NAC1040,NXT Accelerometer Sensor,707862
1,NGY1044,NXT Gyro Sensor,707862
1,NIR1032,NXT IR Receiver,707862
1,NSX2020,HiTechnic Sensor Multiplexer,707862
1,NWS1000,NXT Extended Connector Cable Set,707862
2,HRC2148,HiTechnic Rotocaster,707862
1,FTCBCN,FTC IR Beacon Master,707863
1,NCO1038,NXT Color Sensor V2,707863
1,NEO1048,NXT EOPD Sensor,707863
1,NGY1044,NXT Gyro Sensor,707863
1,NMC1034,NXT Magnetic Compass Sensor,707863
1,NSK1042,NXT IRSeeker  V2,707863
1,NSX2020,HiTechnic Sensor Multiplexer,707863
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707863
2,HRC2148,HiTechnic Rotocaster,707864
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707865
2,FTCBCN,FTC IR Beacon Master,707865
1,FTCBCN,FTC IR Beacon Master,707866
1,NIL1046,NXT IRLink Sensor,707866
1,NSK1042,NXT IRSeeker  V2,707866
1,NWS1000,NXT Extended Connector Cable Set-No Charge,707866
1,NTX1060,NXT Touch Sensor Multiplexer,707867
1,SPR2010,HiTechnic SuperPro Prototype Sensor,707867
2,NSX2020,HiTechnic Sensor Multiplexer,707867
3,HRC2148,HiTechnic Rotocaster,707867
1,NSX2020,HiTechnic Sensor Multiplexer,707868
2,NCO1038,NXT Color Sensor V2,707868
2,NGY1044,NXT Gyro Sensor,707869
2,NWS1000,NXT Extended Connector Cable Set-No Charge,707869
